indice_desenvolvimento_cidade,horas_formacao,anos_exp_num,genero,experiencia_relevante,inscricao_universidade,nivel_educacao,area_formacao,tipo_empresa,dimensao_empresa,anos_desde_ultimo_emprego,target
0.4479999999999999,44,4.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,10 a 49,1 ano,1
0.91,40,4.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.698,17,5.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Nunca,1
0.91,24,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.92,8,4.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,1 ano,0
0.897,17,4.0,Masculino,Sem experiência relevante,Curso a tempo parcial,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,1000 a 4999,1 ano,0
0.866,47,3.0,Masculino,Sem experiência relevante,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.843,44,13.0,Feminino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,Menos de 10,4 anos,1
0.884,147,5.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.92,9,10.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,50 a 99,2 anos,0
0.624,13,3.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,1 ano,1
0.92,40,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",ONG,100 a 500,4 anos,0
0.915,12,3.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Nunca,0
0.91,42,5.0,Masculino,Com experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.92,8,21.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,Mais de 4 anos,0
0.887,96,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,500 a 999,Mais de 4 anos,0
0.926,4,10.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",ONG,5000 a 9999,4 anos,0
0.92,43,1.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.92,31,7.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,Mais de 4 anos,0
0.74,57,13.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,Menos de 10,2 anos,0
0.855,28,5.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,2 anos,1
0.789,3,1.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,1 ano,0
0.92,24,8.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,1 ano,0
0.926,91,15.0,Desconhecido,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Nunca,0
0.624,78,2.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,Nunca,1
0.6890000000000001,300,7.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,Nunca,0
0.92,67,1.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.91,114,5.0,Desconhecido,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,1 ano,1
0.698,39,10.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,3 anos,1
0.926,31,8.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,5000 a 9999,4 anos,0
0.804,94,4.0,Masculino,Sem experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Empresa privada,Desconhecido,Nunca,0
0.923,70,5.0,Masculino,Com experiência relevante,Curso a tempo parcial,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,Mais de 4 anos,1
0.767,14,4.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.926,82,7.0,Desconhecido,Com experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,2 anos,0
0.624,126,1.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.92,136,4.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,2 anos,1
0.555,120,2.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,2 anos,0
0.55,196,5.0,Desconhecido,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,1 ano,0
0.698,254,6.0,Masculino,Sem experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,ONG,500 a 999,Nunca,0
0.743,102,6.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,5000 a 9999,2 anos,1
0.764,7,6.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.939,67,15.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,500 a 999,Mais de 4 anos,0
0.7390000000000001,12,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,Menos de 10,Mais de 4 anos,0
0.895,24,21.0,Masculino,Sem experiência relevante,Não inscrito,Doutoramento,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,100 a 500,Mais de 4 anos,0
0.92,43,20.0,Masculino,Sem experiência relevante,Não inscrito,Doutoramento,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,1000 a 4999,1 ano,1
0.92,25,7.0,Masculino,Sem experiência relevante,Não inscrito,Ensino Básico,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.848,102,15.0,Desconhecido,Sem experiência relevante,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Mais de 4 anos,0
0.926,17,12.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,3 anos,0
0.855,22,4.0,Masculino,Com experiência relevante,Curso a tempo parcial,Ensino Secundário,Desconhecido,Empresa privada,1000 a 4999,1 ano,0
0.624,50,5.0,Outro,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,Desconhecido,Nunca,1
0.893,68,12.0,Masculino,Sem experiência relevante,Desconhecido,Licenciatura,Sem especialização,Setor público,10000 ou mais,3 anos,0
0.92,19,15.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,2 anos,0
0.92,156,1.0,Desconhecido,Com experiência relevante,Curso a tempo parcial,Licenciatura,Outro,ONG,Menos de 10,Nunca,0
0.897,66,3.0,Desconhecido,Com experiência relevante,Curso a tempo parcial,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,1 ano,0
0.624,140,7.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,2 anos,1
0.682,89,6.0,Desconhecido,Sem experiência relevante,Curso a tempo parcial,Mestrado,Outro,Desconhecido,Desconhecido,1 ano,0
0.884,28,5.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,Outro,Empresa privada,Menos de 10,1 ano,0
0.794,30,3.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Empresa privada,50 a 99,1 ano,1
0.624,50,11.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,Nunca,1
0.91,40,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,Artes,Startup em fase inicial,50 a 99,3 anos,0
0.8270000000000001,152,9.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.698,56,5.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,4 anos,1
0.92,13,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.926,35,12.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,Gestão e Negócios,Desconhecido,Desconhecido,Mais de 4 anos,0
0.92,310,4.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Empresa privada,Desconhecido,Nunca,0
0.91,17,13.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,3 anos,1
0.698,210,8.0,Desconhecido,Com experiência relevante,Não inscrito,Doutoramento,Humanidades,Startup em fase inicial,Menos de 10,Nunca,0
0.7759999999999999,111,4.0,Feminino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,5000 a 9999,1 ano,0
0.91,56,19.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,1 ano,0
0.926,68,6.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,1 ano,0
0.92,63,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,5000 a 9999,1 ano,0
0.92,58,4.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,Artes,Desconhecido,Desconhecido,1 ano,1
0.913,53,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Mais de 4 anos,0
0.855,39,6.0,Desconhecido,Com experiência relevante,Curso a tempo parcial,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,Nunca,0
0.855,188,6.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,2 anos,1
0.92,18,21.0,Masculino,Sem experiência relevante,Não inscrito,Doutoramento,"Ciência, Tecnologia, Engenharia e Matemática",ONG,50 a 99,Mais de 4 anos,0
0.92,55,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,10000 ou mais,3 anos,0
0.878,21,9.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.8270000000000001,8,9.0,Masculino,Sem experiência relevante,Curso a tempo parcial,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,3 anos,1
0.624,21,2.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,1 ano,1
0.624,21,2.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,2 anos,1
0.903,90,5.0,Desconhecido,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,50 a 99,1 ano,0
0.743,29,7.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,ONG,50 a 99,1 ano,0
0.6659999999999999,38,5.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.624,75,2.0,Desconhecido,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,10 a 49,1 ano,0
0.92,23,5.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,3 anos,0
0.92,190,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,1 ano,0
0.856,314,12.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,Sem especialização,Empresa privada,1000 a 4999,2 anos,0
0.913,41,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,Mais de 4 anos,0
0.8270000000000001,73,11.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.92,4,7.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,4 anos,1
0.754,71,12.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,1 ano,0
0.624,57,3.0,Feminino,Sem experiência relevante,Não inscrito,Mestrado,Humanidades,Desconhecido,Desconhecido,Mais de 4 anos,1
0.926,11,7.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,3 anos,1
0.884,236,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,Mais de 4 anos,0
0.91,126,4.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,10 a 49,1 ano,1
0.624,17,12.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,Mais de 4 anos,0
0.884,50,8.0,Masculino,Sem experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Startup em fase inicial,Menos de 10,2 anos,0
0.884,10,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,1 ano,1
0.89,61,21.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,1 ano,0
0.92,167,10.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",ONG,100 a 500,1 ano,0
0.926,23,12.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,2 anos,0
0.802,316,21.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,1 ano,0
0.682,66,9.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,Desconhecido,1 ano,0
0.939,94,2.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.743,48,8.0,Masculino,Sem experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,10000 ou mais,1 ano,0
0.878,73,11.0,Desconhecido,Sem experiência relevante,Não inscrito,Desconhecido,Desconhecido,Empresa privada,1000 a 4999,Mais de 4 anos,0
0.926,34,19.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,Mais de 4 anos,0
0.691,64,10.0,Feminino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,10 a 49,1 ano,0
0.836,20,19.0,Masculino,Sem experiência relevante,Curso a tempo parcial,Mestrado,Humanidades,Empresa privada,10 a 49,4 anos,0
0.91,54,15.0,Feminino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,50 a 99,1 ano,0
0.92,17,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,4 anos,0
0.926,14,9.0,Masculino,Sem experiência relevante,Curso a tempo parcial,Licenciatura,Gestão e Negócios,Empresa privada,10000 ou mais,2 anos,0
0.91,212,3.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,Humanidades,Startup financiada,50 a 99,1 ano,0
0.92,78,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Mais de 4 anos,0
0.727,91,12.0,Desconhecido,Sem experiência relevante,Curso a tempo parcial,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,5000 a 9999,1 ano,0
0.769,47,14.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,Sem especialização,Desconhecido,10000 ou mais,Mais de 4 anos,0
0.802,127,12.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
